url,route_family,city,theme,action,redirect_target,expected_target_status,sitemap_section,recommended_final_action
/vienna-with-kids,themed-list,vienna,with-kids,redirect,/family-hotels-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/vienna-with-teens,themed-list,vienna,with-teens,redirect,/family-hotels-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/vienna-airport-guide,themed-list,vienna,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/vienna-budget-per-day,themed-list,vienna,budget-per-day,redirect,/cheap-hotels-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-vienna,themed-list,vienna,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-vienna,themed-list,vienna,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-vienna,weekend,vienna,,redirect,/hotels-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/vienna-2-day-itinerary,itinerary,vienna,,redirect,/hotels-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/vienna-3-day-itinerary,itinerary,vienna,,redirect,/hotels-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/vienna-4-day-itinerary,itinerary,vienna,,redirect,/hotels-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/vienna-5-day-itinerary,itinerary,vienna,,redirect,/hotels-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/vienna-7-day-itinerary,itinerary,vienna,,redirect,/hotels-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-vienna,themed-list,vienna,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-vienna-worth-visiting,themed-list,vienna,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-vienna,themed-list,vienna,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-vienna,themed-list,vienna,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-vienna,themed-list,vienna,luxury,redirect,/luxury-hotels-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-vienna,themed-list,vienna,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/vienna-for-solo-female-travelers,themed-list,vienna,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/vienna-bucket-list,themed-list,vienna,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-vienna,themed-list,vienna,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-vienna,themed-list,vienna,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-prague,things-to-do,prague,,redirect,/top-attractions-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-prague,themed-list,prague,family,redirect,/family-hotels-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-prague,themed-list,prague,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-prague,themed-list,prague,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-prague,themed-list,prague,honeymoon,redirect,/luxury-hotels-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-prague,themed-list,prague,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-prague,themed-list,prague,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-prague,themed-list,prague,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-prague,themed-list,prague,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-prague,themed-list,prague,spring,redirect,/best-time-to-visit-prague,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-prague,themed-list,prague,summer,redirect,/best-time-to-visit-prague,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-prague,themed-list,prague,fall,redirect,/best-time-to-visit-prague,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-prague,themed-list,prague,winter,redirect,/best-time-to-visit-prague,200,(removed from sitemap: 308),redirect (shipped)
/prague-with-kids,themed-list,prague,with-kids,redirect,/family-hotels-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/prague-with-teens,themed-list,prague,with-teens,redirect,/family-hotels-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/prague-airport-guide,themed-list,prague,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/prague-budget-per-day,themed-list,prague,budget-per-day,redirect,/cheap-hotels-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-prague,themed-list,prague,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-prague,themed-list,prague,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-prague,weekend,prague,,redirect,/hotels-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/prague-2-day-itinerary,itinerary,prague,,redirect,/hotels-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/prague-3-day-itinerary,itinerary,prague,,redirect,/hotels-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/prague-4-day-itinerary,itinerary,prague,,redirect,/hotels-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/prague-5-day-itinerary,itinerary,prague,,redirect,/hotels-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/prague-7-day-itinerary,itinerary,prague,,redirect,/hotels-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-prague,themed-list,prague,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-prague-worth-visiting,themed-list,prague,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-prague,themed-list,prague,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-prague,themed-list,prague,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-prague,themed-list,prague,luxury,redirect,/luxury-hotels-in-prague,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-prague,themed-list,prague,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/prague-for-solo-female-travelers,themed-list,prague,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/prague-bucket-list,themed-list,prague,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-prague,themed-list,prague,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-prague,themed-list,prague,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-budapest,things-to-do,budapest,,redirect,/top-attractions-in-budapest,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-budapest,themed-list,budapest,family,redirect,/family-hotels-in-budapest,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-budapest,themed-list,budapest,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-budapest,themed-list,budapest,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-budapest,themed-list,budapest,honeymoon,redirect,/luxury-hotels-in-budapest,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-budapest,themed-list,budapest,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-budapest,themed-list,budapest,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-budapest,themed-list,budapest,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-budapest,themed-list,budapest,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-budapest,themed-list,budapest,spring,redirect,/best-time-to-visit-budapest,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-budapest,themed-list,budapest,summer,redirect,/best-time-to-visit-budapest,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-budapest,themed-list,budapest,fall,redirect,/best-time-to-visit-budapest,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-budapest,themed-list,budapest,winter,redirect,/best-time-to-visit-budapest,200,(removed from sitemap: 308),redirect (shipped)
/budapest-with-kids,themed-list,budapest,with-kids,redirect,/family-hotels-in-budapest,200,(removed from sitemap: 308),redirect (shipped)
/budapest-with-teens,themed-list,budapest,with-teens,redirect,/family-hotels-in-budapest,200,(removed from sitemap: 308),redirect (shipped)
/budapest-airport-guide,themed-list,budapest,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/budapest-budget-per-day,themed-list,budapest,budget-per-day,redirect,/cheap-hotels-in-budapest,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-budapest,themed-list,budapest,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-budapest,themed-list,budapest,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-budapest,weekend,budapest,,redirect,/hotels-in-budapest,200,(removed from sitemap: 308),redirect (shipped)
/budapest-2-day-itinerary,itinerary,budapest,,redirect,/hotels-in-budapest,200,(removed from sitemap: 308),redirect (shipped)
/budapest-3-day-itinerary,itinerary,budapest,,redirect,/hotels-in-budapest,200,(removed from sitemap: 308),redirect (shipped)
/budapest-4-day-itinerary,itinerary,budapest,,redirect,/hotels-in-budapest,200,(removed from sitemap: 308),redirect (shipped)
/budapest-5-day-itinerary,itinerary,budapest,,redirect,/hotels-in-budapest,200,(removed from sitemap: 308),redirect (shipped)
/budapest-7-day-itinerary,itinerary,budapest,,redirect,/hotels-in-budapest,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-budapest,themed-list,budapest,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-budapest-worth-visiting,themed-list,budapest,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-budapest,themed-list,budapest,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-budapest,themed-list,budapest,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
